pt1,pt2,eta1,eta2,phi1,phi2
57.052803,64.04357,0.08638293,1.1201477,2.4423654,-1.6320237
376.43588,203.41664,0.15999307,-0.4310961,-1.6332645,-1.6416147
62.29616,52.627182,-0.5202033,-1.6996591,-1.6386037,0.10213295
56.66014,57.125286,0.5069889,-0.045986578,-2.9333382,-0.0038641524
86.6879,63.505634,-0.84232384,-0.26408392,-1.9099002,-0.3440695
68.32641,61.67548,1.0940399,0.4223724,1.1320118,-1.9736925
93.35575,70.95141,-1.0408815,-0.85019636,-0.8460167,0.5045327
96.344864,63.959133,1.4830209,0.87243015,-1.2444257,2.557395
69.51766,75.197174,-1.7528088,-0.94331306,-2.8979313,1.8575022
54.64804,50.59747,-0.33360517,0.22022085,1.519719,-2.0379393
89.31126,79.912094,-1.6575706,-0.813619,-2.0866938,-2.9676604
66.18851,53.075558,-0.033645686,0.3209828,-0.53237385,2.4478235
65.03307,55.98438,-0.497437,0.1603874,-1.8516475,1.0776803
56.29275,46.723446,-0.6187822,-1.7665335,-2.9777212,0.19609727
139.58932,116.374275,0.11744213,0.14286253,1.932026,1.2606236
58.90698,54.57649,-0.08744735,-0.15800433,1.3149308,-2.4637227
89.431335,63.248062,0.8252005,-0.26560074,1.0193533,2.7712586
57.46538,52.716244,0.38027588,-0.22061329,1.9863821,-1.0222363
79.94048,72.039665,-0.5765273,-0.6919962,1.7957575,-2.4176915
62.733883,63.67068,0.42353672,0.760906,0.15062514,-2.6445906
122.25494,67.012405,0.042169064,-0.41670948,2.9716902,-1.7384263
49.480957,52.04356,0.114668,-0.3589984,2.5680907,-0.18634285
64.2911,61.73492,-0.05388524,-0.025547031,-1.1570487,0.8551864
91.18226,66.75506,0.19247068,-1.2583358,-2.8924544,2.7364166
72.42439,64.18065,-0.71818584,-0.43151802,-2.5483673,0.61538213
89.290184,69.42649,0.40310737,-0.34416014,-0.3198178,1.1170694
60.124138,56.446754,1.0321146,0.9312093,2.6290264,-0.3888256
77.72692,52.339043,0.40813825,0.8761886,-2.5965586,0.51043695
65.38079,49.153294,0.8706746,-0.027432457,-0.40475675,2.2609124
307.70102,97.633675,-0.3569577,0.259112,-1.1889186,-1.1220158
64.87519,60.75344,1.8063885,1.6085678,2.9137056,-0.59744114
60.920506,58.651394,0.5420877,0.5679326,1.7169882,-1.5375136
226.11858,98.92512,0.13010316,-0.52500284,-1.499622,-2.1793904
73.71133,62.49486,-1.663785,-1.9782214,1.1063354,-2.039105
65.813736,62.529945,-1.4073889,-1.087593,1.9370512,-1.396849
63.25848,59.627888,-0.4817857,-0.009502342,2.4212098,-0.8002872
66.52196,68.59147,1.3451612,1.0740179,0.93856514,-2.3320324
56.695885,48.668095,-0.22315443,0.04312457,1.206387,-1.9421103
57.745075,53.183834,1.9221157,1.1621871,2.7938488,-0.41281864
62.667267,43.753838,1.9376875,1.3254254,1.7976896,-0.86891466
63.661434,51.605045,-0.33358252,-0.16740154,0.45942485,-2.0909338
126.6339,69.53045,0.45404622,0.29880777,-0.98782253,-2.44425
98.00638,72.65577,0.22143506,-1.1094388,-2.5072763,2.8061812
71.08826,51.952442,-0.028200384,0.52184874,-1.5468733,2.2845812
65.9685,49.53001,0.37302092,1.1342294,-2.9663696,1.7188274
60.578613,57.370827,-0.5000967,-0.2257881,1.0568651,-1.9889878
55.605213,57.19796,-0.27574414,0.16014299,-2.3350236,0.92421246
66.696075,54.873966,-0.67139673,-0.3639961,1.4176172,-0.5029179
222.82892,182.49794,0.09829661,0.70790416,-1.9000624,-1.9834749
65.60172,62.6474,0.14920299,0.74596614,2.0946953,-1.1655421
122.5835,54.55082,1.1459385,0.4732216,-1.0468063,-2.526049
120.80379,63.211422,-0.31165144,-1.1643975,-3.1210568,1.7784758
79.91455,84.12644,-0.12599418,-0.6843755,-0.45419326,-2.191083
84.119675,73.349976,0.30620247,-0.14998291,2.0216656,0.59268886
58.152946,55.919373,-0.049260587,-0.3674601,-0.25856578,2.7358735
162.44632,61.24601,1.3516074,0.3507666,-2.9479647,-2.982912
60.298077,61.620853,0.67541087,0.8872553,-2.4249268,0.8002672
68.48737,51.21957,-0.34384775,-0.96853185,1.540096,-1.0077713
68.57162,74.368034,1.2231143,1.0320473,-1.5944645,2.5951009
131.93373,81.31452,-0.5290327,0.3299664,-3.0921733,2.4100168
53.024124,48.225174,1.7217804,0.39146343,-1.3959439,1.8325821
126.27694,84.522026,-0.84528035,-1.5356746,0.8848819,-0.18041192
60.887646,53.22821,0.22177218,0.5743944,2.3018365,-0.7487536
70.25972,60.464375,-0.111607455,0.3334265,1.7436562,-1.4913448
96.66687,52.196777,0.88207483,0.56401193,2.3959074,0.07076495
61.326595,56.396057,-1.9986022,-1.1152472,1.2481645,-2.1635041
58.15713,49.10786,0.29135823,0.515705,-2.636993,0.66037655
81.69277,66.36296,0.23850568,0.07112949,-0.56993425,-2.8877416
71.82021,66.76821,0.21088126,0.33407104,-1.6943829,1.8032879
64.59068,54.790993,0.8346401,0.6471571,2.8019319,0.29405844
114.65933,77.25734,0.15975744,-0.09210905,1.6891748,-2.7246332
55.7215,56.05965,0.46819687,-0.43563458,-2.57258,0.15655957
64.91775,59.926537,-0.49260974,-0.63229704,1.4573545,-1.4158787
60.33931,47.38314,-1.7379264,-0.9151822,-0.29291868,2.6667492
58.34858,55.84932,0.59205556,-0.21594849,1.7463973,-1.4798547
69.32944,55.277313,-0.58123803,-0.75631857,0.69107586,-2.453528
62.307236,54.766968,0.490543,0.07891652,-2.929193,-0.0321
145.66399,128.69656,0.13967769,0.85310376,-1.3323562,-1.9459391
64.82429,53.98738,-0.88525784,-1.083549,0.41118076,-2.5432034
117.9572,85.94109,0.8048741,-0.20071232,0.47852558,1.3923131
66.31834,67.85832,1.6795799,1.6255496,-1.4047923,1.0878582
67.19428,49.383366,-0.5987732,0.21224062,-0.52163154,2.6255488
54.71811,51.782864,-0.6110805,-0.4474739,0.6963513,-2.1897793
167.65073,116.77134,0.39476377,0.24188846,2.7594895,1.9207847
69.43954,52.35418,-1.5821642,-1.0516449,-1.064547,2.1165714
54.897045,53.97829,0.9342428,-0.0864112,-1.1725968,2.3429422
55.186886,52.228367,1.8813908,0.8408233,1.5677397,-1.366387
68.36064,61.51082,-0.25015467,-0.6333698,-0.59801346,1.2051644
79.80737,68.31537,0.32968923,-0.08985659,-2.7756808,1.0421644
67.68653,63.19689,0.18379398,-0.05832324,1.1573975,-1.9994953
61.006397,57.881466,-0.5580458,-0.88638055,0.46104932,-2.1795034
99.86011,94.13168,1.0115843,0.2561164,1.5577534,2.9170735
64.57983,55.100594,-1.6738113,-0.94965804,-0.17262305,2.9747505
201.19888,123.7843,0.3456584,-0.34533137,-3.1275806,-2.8164816
60.55224,50.55784,-0.07551337,0.31168774,-2.5078673,0.55677736
69.3346,57.74676,-0.011426686,-0.11693393,2.3052678,-1.7423602
74.66779,66.015045,-0.018501196,0.016854465,-1.9191787,0.98406094
151.04996,91.2366,0.4868664,-0.5412902,-3.045148,-2.6183236
90.24402,70.969345,0.6742907,0.36663696,-2.228746,-0.8006066
64.98336,66.02637,-0.72123265,-0.80187625,-1.9576628,1.5739583
60.98102,62.863472,0.4792546,-0.07445635,0.040336814,-3.004903
97.55075,57.318855,-1.6136451,-0.4057055,-2.6285646,2.5672548
67.816666,63.05549,1.5354013,1.5225545,-1.0565745,1.8221852
56.31456,51.54632,-0.14349376,0.15975128,1.1663913,-2.208674
130.47453,92.00109,0.22188464,0.5885197,-2.2686377,-1.7475057
66.65572,67.16021,1.3687241,-0.26264966,-2.928159,2.8158135
55.589886,57.64407,0.9429889,1.700391,-0.04182864,-2.9366236
81.10293,48.821983,0.6484732,0.06014678,2.857705,-0.6030884
74.92925,60.88438,0.27268785,0.9466622,2.933756,-0.4674837
54.7801,46.2083,-0.4028514,-1.1433455,2.5236886,-0.68930495
57.53398,56.934776,-1.4923456,-0.7071224,0.7677408,-1.7903109
200.73613,154.06374,0.5671052,0.73176944,-2.1637192,-2.527893
63.328983,56.01808,0.43506858,0.4974264,-0.296348,2.891042
67.70795,53.220264,-0.24032962,-1.2911754,1.7544522,-1.4352145
63.57184,60.767376,1.1311786,1.0279292,-2.6462283,0.35643518
138.49475,118.18636,0.9471377,0.90018797,-2.1572325,-1.3402774
118.833885,90.97913,-0.71006435,-0.9694504,0.9741777,-0.28589424
82.70627,70.56069,0.9694756,1.2330377,3.0723672,-1.8312135
111.59791,115.32925,-1.1735606,-0.59791285,-2.8497953,-1.7733856
75.65342,53.330532,-1.686561,-1.9284871,-1.784748,1.0533504
106.62349,87.186035,0.9773418,0.7169933,1.0951132,2.515962
52.729206,47.511734,1.176888,2.217957,-2.156429,0.69437957
60.04686,52.508476,-1.0333556,-1.3411839,-2.96422,0.054852147
57.702698,62.48992,0.22084631,-0.6714812,-0.3181981,1.3295463
91.22267,61.39887,0.70665014,-0.3730246,0.084399156,1.3416848
80.20098,65.076515,1.1798043,-0.080399886,2.1462379,0.75733244
115.103905,112.27134,-1.8330488,-1.5593032,-0.15721329,-1.4137545
93.05302,85.432594,-0.87830126,-1.1246995,1.7827818,0.09722102
84.99476,81.12455,0.20490626,0.8013133,0.24987642,-1.4502631
92.71564,64.615974,1.1841476,0.46234247,0.90174764,2.3214998
65.836136,64.454414,1.4518055,0.9641643,0.67224234,-2.0474148
110.10265,65.86401,0.38058245,-0.41255227,3.1165922,-1.5632291
55.69215,47.623528,-0.68210727,-2.0939019,2.9447281,-0.4371182
59.045044,55.741817,-1.0113511,-1.9028995,0.36507884,-2.2797074
61.459995,61.55139,0.08022446,0.5948772,1.9237957,-1.2256936
50.713497,48.11845,-0.6420889,-2.0577412,2.5957668,-0.74233335
307.59756,234.21619,-0.57432085,-0.6191527,-1.1795467,-1.821868
98.03163,75.4881,0.30531493,-0.23461744,1.2216301,-0.31688818
97.61372,85.229576,0.9233859,0.29440367,2.328375,-2.5253386
65.98499,54.676163,1.1901727,1.0626322,1.9007964,-0.6122297
51.6919,52.92726,1.3324261,1.1871998,3.0356326,0.16238844
59.06599,51.54501,0.74159807,1.1418884,-0.8849791,2.6779509
64.24803,52.343067,0.50841403,-0.6720654,2.4198542,-1.9494495
68.60962,64.29768,-0.2099798,-1.6849324,-2.863896,-2.9926894
43.165882,46.307476,-1.6229866,-0.2512153,2.404935,-0.72703063
68.90706,63.439007,-0.4624985,-0.47371903,-0.039552532,2.1996753
54.658386,55.86466,0.12699506,-0.64299107,2.8176336,-0.20193084
51.891144,50.145615,-0.3323445,0.5786991,2.698622,-0.4574911
75.91366,58.99789,-0.9210982,-1.1805704,-2.1680698,1.237806
141.19405,153.66713,1.0354055,0.80017066,2.696013,-2.7274513
78.22837,52.801464,1.6107392,0.9553282,0.6847251,-2.863589
85.12397,58.295364,-0.7096801,0.06462413,-3.1029534,1.4163343
66.27668,58.57438,-1.5542197,-1.2984028,-1.1546067,1.6431679
64.80459,54.64577,-1.8729336,-0.6727864,0.49127233,-1.7968386
227.62453,145.71971,-0.27828473,-0.8663826,-1.7003549,-2.0280404
98.880646,91.35802,-0.58316344,-0.9880631,1.1293699,2.2045827
72.18678,59.839428,0.25892034,0.6701426,0.30235028,-2.6618025
57.577835,56.256294,0.15279761,0.0813835,-0.15486164,-3.0530589
58.862667,48.592457,0.9686936,1.5151312,2.8177953,-0.3074834
54.863358,49.684826,-1.1919937,-1.4068247,3.1175785,0.3734044
61.27592,53.503933,0.48732263,-0.5399501,0.12960596,3.0898144
62.661186,51.35461,0.40052876,0.9011395,2.973399,0.17965417
56.190044,51.543163,-0.4228823,0.23650599,0.77122766,-2.4554148
60.135864,51.455376,0.05796777,-0.34555832,2.7132814,-0.38019383
55.753407,53.88647,-0.45548517,0.63664925,1.8374661,-1.3307539
69.75728,55.364258,0.34929794,-0.15871508,2.602881,-0.42509076
101.43251,89.90945,0.5426432,1.1277133,-3.0464993,2.2550817
70.68026,52.863632,-0.13464786,-1.2430816,-0.1891084,-2.5006833
55.422756,48.716835,-1.5801171,-0.49615353,-0.7474968,2.9838367
98.34916,49.244667,0.08070334,-0.067603074,2.8855226,-0.63142294
71.87992,59.411304,0.74470544,0.8529941,-2.8659716,-0.13621366
58.129623,52.869946,-0.18113305,0.5539998,2.6990182,0.91189754
56.667137,49.171192,1.0274725,0.8798046,-2.1609612,0.95832515
85.889534,56.94462,-0.641802,-0.40979984,0.7373542,-0.8496364
205.2042,94.70405,-1.5037918,-1.1307786,-2.1138577,-1.3090657
65.84033,65.121506,-1.0043981,-0.9922465,-0.43164128,-2.8668468
62.322754,49.47573,1.1104382,1.6863978,2.7735653,0.03872389
111.943085,73.55431,-0.37570247,-0.21763444,-0.3358883,1.0934471
94.09523,59.94407,0.5092983,0.9321274,1.9857714,-0.2598945
64.1785,52.936146,-0.21632949,-1.4015557,-0.3666757,-2.7013216
70.5485,50.182064,-0.3474398,-1.275614,-1.6671008,1.1974102
121.32602,76.80954,0.79013705,0.4679201,2.6342452,-2.254662
66.20409,56.192463,-0.8573268,-1.4721179,2.129797,-0.8091484
77.81123,69.57613,1.4683411,0.84647584,1.4296179,-2.0430393
107.955864,71.62817,-0.39192903,-0.9671625,2.0986395,1.0337719
65.33129,52.162453,0.8083914,0.32915,-3.003381,0.16691776
116.10534,96.68958,-0.15024443,-0.24323821,2.6969867,1.8580939
67.29687,65.15802,-0.7204951,-1.2194602,-2.3863573,1.244396
107.4854,57.7461,-1.0717643,-1.8187171,1.3220216,-2.8810596
66.01054,58.662663,-0.59723425,-0.4191685,2.284461,-0.90854686
66.471565,77.65713,1.1538186,1.2916197,1.1470398,-2.318034
45.144817,44.09743,0.50277966,-1.1229706,-1.6448451,1.4335036
60.840343,66.2662,0.4649359,1.3173238,0.6428349,-2.3086843
55.644207,49.847076,0.84106517,0.09699539,-2.7620027,0.3563162
59.110268,59.029247,-1.9873925,-2.0776825,0.16394003,-2.9156623
62.791573,61.797436,0.3925187,0.39418003,2.5341535,-0.7593108
73.56648,58.11203,-0.13945526,-0.3079771,-0.54141074,2.659218
74.64007,58.199493,0.59764236,-0.08801251,0.6363814,-2.3482242
57.257416,53.30214,-1.1610528,-0.35233903,-0.82398933,1.9188497
125.54784,66.55103,1.1171921,0.93507695,-1.4348935,-2.7813523
58.73896,67.71135,-1.152357,-0.38994843,0.5491347,-2.0447035
97.57767,58.513165,-0.89787006,-0.21982957,1.3927792,-3.057451
93.96034,57.733078,1.1000608,-0.32097086,2.082766,-2.884994
62.519646,60.82681,-0.094483696,0.035323862,2.963974,-0.21884994
99.5033,90.72281,-0.4006452,-0.7604797,-2.6808822,1.8442266
67.37073,62.70285,-0.77070576,-1.8167428,0.41971502,2.9669044
62.578632,59.286465,-0.4104398,-0.35920116,2.0119548,-1.3329396
125.57278,133.66335,-0.70464295,-0.34173006,2.395856,-2.930115
61.83784,64.63522,1.5103346,2.0617762,0.5471442,2.961317
99.014496,86.91504,0.43517318,-0.34383756,-1.7352197,-0.22311506
59.717358,51.634224,-1.9158839,-1.505332,-2.7146726,0.5672361
56.646656,49.865158,-0.8249618,0.44186127,-2.5089555,1.2129645
68.276054,63.99889,0.38937572,0.850592,-0.87269604,2.255796
108.16929,59.635853,0.71668595,1.1025661,-0.566466,0.9484045
62.057003,61.071754,0.5489697,0.5065996,-0.5549588,2.7618835
67.420456,68.04649,-0.9877664,-1.109935,1.4547927,-1.4217476
49.676586,47.19853,-0.29626474,0.3863341,-1.099416,1.9348722
67.20028,54.816734,0.3951781,-0.19486798,2.1367369,-0.94046813
93.34397,73.69246,0.47669774,-0.12881476,0.63265795,2.245331
189.9921,80.46994,1.5484574,1.0104016,1.0746917,2.427687
68.386955,52.396507,0.10210088,-0.55664957,-1.1420336,1.3909734
103.54587,63.934853,0.5244329,0.29502037,-2.8855016,1.5544721
67.573,53.473095,-0.120793074,-0.22531858,0.19271116,2.1196895
90.638954,50.409195,-1.7651504,-1.2418642,-1.753534,2.0689735
198.69273,160.17513,0.65981865,1.3235525,-0.87331045,-1.0063882
178.28934,120.524796,0.89194024,1.0289593,0.55668586,1.4733304
226.36015,104.265656,0.13711014,-0.39962175,-2.8733191,-1.9846773
59.282303,53.77064,1.1058002,1.1935632,2.4309154,-0.45225117
61.373165,55.593822,0.13184057,0.48874766,-0.7164503,2.5927248
75.98616,54.857674,-1.2574394,-0.7999417,2.5136669,-1.5858098
84.900795,78.23675,0.25161225,-0.6941472,2.7358007,-2.3535058
72.105446,75.47623,-0.26019925,-0.22607595,-1.7781032,1.1288766
63.420074,55.803375,-0.66027904,0.020811249,-2.926132,-0.12398974
126.5064,85.95239,-0.56062925,-0.46987298,2.6565206,-2.1672966
67.146126,69.73721,0.42518204,0.8966899,1.0244398,-1.9266328
149.75224,124.94196,0.11271954,0.94245154,0.48641208,0.7893295
59.169155,53.134396,-0.19100149,0.19133227,-1.3159157,1.892763
67.77119,57.75777,-0.046737745,-0.07852356,-1.7496477,1.027753
64.65513,57.68741,-0.6353258,-0.44415998,0.88074636,-2.2438402
93.46281,51.76262,-0.3894762,0.15499595,-2.0854123,-0.47685194
51.511436,54.135735,0.34321684,0.1302029,-1.3270549,1.2667465
171.9998,64.16246,0.37898323,0.43471774,0.621063,-1.9020983
67.34057,61.73311,1.3263372,1.1113849,2.1450748,-0.9582709
132.6032,94.984566,-0.53235686,-0.24650997,0.06564599,1.09144
67.774826,74.497314,0.2857157,0.44769055,-2.114662,1.024925
62.455856,52.317986,-0.7850289,-0.39841378,1.8054867,-1.9384178
64.3541,62.648315,-1.2197615,-0.37685755,0.032132637,3.083996
71.97191,62.544205,-0.81017786,-0.14111213,-0.14245978,-2.732815
108.19212,99.41205,-1.2597414,-1.8143446,1.1912749,2.2656155
103.82612,55.808556,-0.8975091,-0.11539201,-1.2066237,-2.3093567
62.45432,62.101658,-1.0639986,-0.5410103,0.9874436,-1.9635015
267.70697,142.37907,-0.521711,-0.67946464,0.96393985,0.4361667
70.53779,68.655266,-0.28577095,-0.8886801,-2.572701,2.4004521
61.830055,65.05389,0.58790165,0.10257222,1.5039399,-1.3425425
57.467487,59.261326,-1.3022001,-1.0065043,2.9164119,-0.30490965
58.289368,58.81292,0.977614,-0.09799822,0.7424421,-2.1888022
84.88341,62.925648,0.084058315,-0.15801537,0.9317868,2.9175327
68.69914,52.453804,-0.14936773,-1.7336396,1.7068809,-2.7241416
56.97091,56.886234,0.69649535,0.8365017,2.8820832,-0.23805526
68.741394,62.00405,0.15753374,0.0145353535,-2.601646,0.77647644
95.8815,72.508545,-0.75744164,-0.7139346,-2.244711,-0.88925827
53.33777,44.93927,-0.3458278,-0.08596073,2.1426003,-0.98898137
75.98933,52.4043,1.3338748,-0.1602655,0.49284935,1.3826627
175.27795,136.46696,0.4001763,0.5869677,-3.0709407,2.3860044
55.19548,45.920124,0.090212725,-1.0598682,2.3057156,-0.18696128
57.807453,52.40702,0.82130694,0.7987759,2.939675,-0.20854074
86.022896,79.56186,-1.125958,-1.2087651,0.19085695,2.0637398
58.742233,47.194283,0.8610181,0.59819424,2.5501394,-0.52656704
135.38803,83.017845,-1.8156277,-0.88475823,2.642042,2.0448582
77.154274,67.41802,1.0930701,0.84915626,-3.0344324,1.0428834
88.45421,54.688942,-0.805098,-1.2875896,-0.60517186,2.454237
107.07595,73.23151,0.039834876,0.5826568,2.132014,-2.4443583
351.62213,144.51993,-0.44138527,-0.9255909,-1.5096809,-1.3576835
62.781036,58.474407,0.15351646,0.36568707,-0.29027092,2.6582088
145.17181,60.1161,-0.6072406,0.06537482,-0.06271751,-1.0634474
67.43376,63.904682,0.66001904,0.4364628,0.7724929,-2.8176923
117.85545,64.99661,0.7459695,-0.58176786,-1.6793051,-2.3880126
77.0023,87.52291,0.8257586,0.016269537,2.406422,-2.5591986
84.522804,58.639767,0.616802,0.17378359,-0.43761075,1.5200555
99.613785,75.20412,-0.9843926,-1.3701885,-0.37615716,1.3121847
67.05314,60.942917,0.030745592,0.45247993,1.4303757,-1.4632069
164.35356,107.86011,-0.66143525,-0.057554245,-2.0351706,-1.0885947
119.61156,88.91134,-0.6738596,-0.7333821,-2.7120726,2.2389255
102.59859,55.777218,-0.68083584,-0.763597,1.6050532,-0.34318408
105.23916,88.689064,-0.6561919,-0.30446604,2.4655538,0.6812087
59.826046,45.115543,-0.9499202,-0.48214737,1.4730704,-1.544402
81.73352,79.17097,-0.9354172,-1.9493904,-2.0181594,-3.027194
73.62027,62.007454,-0.15199539,-0.18343426,-1.7285483,1.8504739
48.897354,43.49519,-1.0414089,0.47295108,-0.7545781,2.3519912
66.71571,55.31736,0.83884025,0.83217776,-2.9048443,-0.062683895
81.92397,73.893845,1.2572643,0.108580425,0.01888996,-0.9819673
163.66965,138.17752,-1.1191771,-1.5583444,-2.425578,-1.8467644
70.538345,59.12031,0.5242397,-0.81504726,1.4260535,2.1720638
101.35972,55.09833,-1.6486793,-1.5814741,-0.8923363,1.638072
73.75105,62.43187,1.1351483,1.0080985,-1.7134893,1.2096816
136.71152,66.303314,-0.72919875,-0.70357597,-1.9309862,-0.54723215
110.27815,72.6305,1.0541883,1.0716891,-1.5057088,0.35093334
97.70113,53.947655,-0.6454029,-0.17187174,0.6912292,-1.7460943
77.219604,60.602707,0.3551702,1.3664936,1.0659366,0.16648257
66.72369,58.76497,0.18713251,1.2516093,-1.6336883,2.7833672
63.566998,52.963066,-0.92003137,-0.8912465,1.3078661,-1.58862
63.414528,53.78737,-0.2890649,-0.50933707,1.4205077,-1.9857328
114.17352,72.50359,1.1026031,0.944877,2.6395102,-2.8056054
180.69655,128.08665,0.015744744,-0.40644234,1.8460613,2.7639906
51.975037,50.72511,1.825055,1.5661019,-1.6586491,1.0174185
111.01402,42.38905,0.94036144,1.1346123,2.4175243,1.182044
68.50091,54.582882,1.1938767,0.57410467,-0.57899666,2.5005863
65.81156,57.87873,-1.4189126,-0.8227789,-1.3804412,2.866364
217.23376,140.76779,-0.6333386,-0.9264798,0.87453705,1.6987243
74.608284,64.82357,-0.90813494,-1.0620333,0.6156557,-2.1865282
90.24009,70.520584,-1.6751143,-1.7110027,2.570257,-1.3136066
89.9933,58.561653,-0.7148672,0.07294612,1.1099048,2.5616777
65.64837,60.103455,0.30565223,0.13201772,0.78423804,-2.628197
60.21861,56.34363,0.0017643402,-0.2558287,-0.9708719,2.7345653
126.63884,69.926636,-0.1961626,-0.67549545,1.7322216,2.9392018
51.454433,46.54189,0.2895645,-0.73474306,-2.503271,0.7759174
103.41406,55.926342,1.0174875,0.19364451,2.0283103,-2.1578865
77.451614,71.86345,-0.093514,-0.036844656,2.0756788,-0.8829889
83.897446,62.169163,-0.4401644,-0.30862525,2.725718,-1.1972154
89.844894,79.673454,-0.1839242,-0.050388996,0.6029936,1.9832143
272.12857,138.52962,0.03091495,0.7058421,-2.7422621,-2.893755
93.710976,62.795452,-0.7991678,-0.5705062,0.32737374,2.2188392
269.2761,99.66518,0.747769,0.3392259,-0.61699367,-1.2096175
65.40433,68.52305,1.1422803,1.026153,0.6949305,-1.4307292
82.31632,71.60679,0.45336518,-0.20129676,2.5558956,1.0199692
61.81331,65.59862,-0.89263916,-0.7723795,2.1222105,-1.8555412
70.8555,65.881294,0.4793473,0.20402889,-0.32502162,2.9443326
65.39552,59.24105,-1.0428764,-0.33839777,-1.7581611,0.6746681
102.143265,73.57046,-0.41785592,-0.9651871,-2.7526448,1.701752
225.03886,90.30534,0.7310439,0.5411283,1.1308987,0.6215953
63.221237,58.935696,0.26885724,0.16070707,-1.848723,1.41137
135.38484,60.0414,1.4708753,1.7910676,0.64589876,2.0484061
94.152794,54.611637,0.30827937,0.90512943,-1.555711,-0.26597986
56.295963,47.91211,-0.8135847,0.6199281,1.4237702,-1.5935963
92.88529,90.303375,-0.10636026,-0.12233171,-2.9512336,1.7337742
61.849293,63.548927,0.36265984,0.28234148,0.048883148,-3.061935
60.33276,62.10914,-0.016522836,0.08758932,-0.83900434,2.1525803
67.601425,70.466576,-1.1574266,-1.0816445,-0.12766235,3.0165212
59.490356,56.52848,1.0884751,-0.051661972,-2.5671935,1.3918695
66.70631,57.48446,-0.26804075,-0.5222614,-1.7921788,1.458213
66.39647,58.04677,-0.049757242,-1.2001013,-2.4661171,1.0782888
71.195335,56.175365,-0.2129346,-0.35577068,2.1249352,-1.1730042
115.005104,83.261925,1.1638263,1.2014729,-2.895249,2.1540284
53.49227,43.511684,0.9039991,-0.47993743,0.13196832,-3.0194857
64.956,55.15032,-0.7926029,-0.21027932,-2.651922,0.47465047
386.12378,111.31577,0.9897021,1.3298327,-0.60725355,-0.95299196
52.76939,42.531765,1.9993391,0.99415016,2.8178318,-0.276197
58.37451,54.11875,-0.10579798,-0.8172014,-2.1422021,0.15820977
92.399025,65.081764,0.16773458,0.98299104,1.5035073,0.9322173
73.23495,59.815052,1.4123566,1.1250958,-0.7929717,2.4596164
58.563232,72.383705,-2.137625,-1.380088,2.4243178,-1.6283008
66.44404,50.23193,0.3138208,0.6594495,-0.5613044,-3.1403997
55.943016,51.97855,0.6228014,0.34192142,0.59894156,-2.5083487
53.94619,58.335873,1.0006387,0.08213551,-1.9166595,1.2405772
58.52093,47.94487,0.30599758,-0.47130588,-1.2228049,1.8425195
90.42925,55.133003,-0.4317394,-1.2052158,2.0214329,0.6026335
69.3644,63.92896,-0.9424121,-0.49832803,2.433744,-1.0446781
122.0691,59.75818,-0.8364581,0.55659103,-1.54149,-2.1442537
63.50799,58.90631,-0.53806233,0.22813484,1.3226546,-2.7130535
74.34908,67.81894,-0.25285944,0.28770566,-2.8357275,1.115038
70.16382,59.10367,0.23409158,-0.54695463,0.73897094,-1.0228468
58.213493,48.655437,0.99085236,0.6900664,2.1676552,-1.198814
65.10119,56.36365,-0.4358848,-1.0728143,-0.42322057,2.9728942
73.43035,62.463554,-0.82688135,-0.7204121,1.4450022,-1.8538269
75.41688,71.51629,1.2689447,0.4498191,-1.1560382,2.6041675
144.7566,96.765884,-1.7633842,-1.0351613,0.5803602,-0.11467164
107.74269,81.61966,-0.8032229,-1.3927964,1.479633,2.803145
147.49687,96.65945,-1.3295382,-0.5042271,-2.7041233,-2.2658062
63.35344,48.54089,0.49856013,1.0376368,-2.7122748,0.5558611
57.023785,55.64823,0.21169902,1.2737312,2.5639732,-0.7382271
114.07739,101.33715,-0.3690583,-1.0105296,1.057959,2.107102
72.67529,56.47859,-1.9206656,-2.0468721,2.7387254,0.26784825
55.19027,58.620567,1.1023687,0.566849,-2.951619,0.19585232
56.221226,55.971756,-0.41596448,0.15376768,3.0641286,-0.32948235
116.279854,104.41532,0.42461154,0.18988821,1.6479456,2.9208133
69.215385,56.979897,-0.24845785,-0.43528602,0.30568874,-2.890267
52.738144,45.213276,-0.21083662,1.2551715,-0.50254387,-3.0689194
59.140854,58.678387,0.57023394,-0.17458557,2.0446157,-1.0493389
57.08654,52.909348,-0.3723831,-1.5512222,2.2074232,-0.9450588
63.759483,61.36581,-1.5971415,-1.0104455,0.92784935,-2.0840626
53.112354,57.686504,-0.7595116,-0.71392506,2.8714159,0.24692723
83.756584,61.98489,0.7832292,-0.48622984,-2.0014374,-3.0208302
110.90043,76.73622,-1.8969817,-0.9517457,2.974785,-2.5564094
114.97166,127.239494,1.2804049,0.0018047267,-3.0778685,2.9017775
70.67222,65.147766,-0.53985566,-1.0619012,1.264369,-0.6015937
111.057014,69.07282,-0.66778094,-0.19436279,-0.2950716,0.87661743
104.83112,60.59351,-0.6864675,-0.10967264,-1.873869,0.13453886
117.011375,69.107925,0.6557361,-0.6314108,-1.5193493,-0.80317634
55.87741,53.66914,0.010189836,0.6894361,-2.6267526,1.0737174
61.758953,47.481297,-0.8685045,-0.49651438,3.1064134,0.23733188
56.830055,58.98082,-0.9652358,-0.8108687,2.882979,-0.051615417
